;tid;sent;pol
55217;1425325235600044033;negative;believe
55218;1442565715794538498;neutral;believe
55219;1068165786597015555;positive;believe
55220;981653491763548160;positive;believe
55221;870774113362743296;positive;believe
55222;1476156024977506306;negative;deny
55223;938657941275664384;negative;believe
55224;1446716033465729025;negative;deny
55225;1428701406282715140;neutral;believe
55226;1030390433422172160;neutral;believe
55227;614582319538532352;neutral;believe
55228;870711373830905856;positive;believe
55229;715518788209418240;negative;believe
55230;1119170367166324736;negative;believe
55231;1481296470951305218;negative;deny
55232;1458911446255816705;positive;believe
55233;1031784734953811968;neutral;believe
55234;1120151052051992576;positive;believe
55235;1432089204360687616;positive;believe
55236;1461569144927793154;neutral;believe
55237;1502921653818384388;negative;deny
55238;1068821750647971840;negative;believe
55239;1461612745669894144;negative;believe
55240;1445656536424980482;positive;believe
55241;1119205098289131521;negative;believe
55242;1450586419261411332;positive;believe
55243;986052244712800258;positive;believe
55244;985528688979726336;positive;believe
55245;1444931965640056832;neutral;believe
55246;1029509580483710977;positive;believe
55247;1439519564669222917;neutral;believe
55248;1453857189190414340;neutral;deny
55249;825417263528472576;negative;believe
55250;987145308600786945;neutral;believe
55251;1428008834493206528;neutral;believe
55252;1425463076778807306;negative;deny
55253;1067719461690576896;negative;believe
55254;1067750357206556672;positive;believe
55255;1067972292846579712;neutral;believe
55256;1430570824503857152;negative;deny
55257;1438282309086687233;positive;believe
55258;939433850299731968;positive;believe
55259;1459567209819295744;negative;believe
55260;988147436983119874;positive;believe
55261;950527538983563264;negative;believe
55262;1032137981119741952;positive;believe
55263;1452416966254268421;positive;believe
55264;1030434692158369792;neutral;believe
55265;1069719766397542400;positive;believe
55266;984580933641801730;negative;believe
55267;727873281919877120;negative;believe
55268;1030433511856066560;positive;believe
55269;1067994777893945344;positive;believe
55270;1461547870163714050;positive;believe
55271;953485319571095552;positive;believe
55272;1439313320784404490;negative;believe
55273;1029972837962940416;negative;believe
55274;1456905568963084290;positive;believe
55275;1456500084456132611;positive;believe
55276;1432086049434468356;neutral;believe
55277;1456659760674009089;neutral;believe
55278;951649605413990410;negative;deny
55279;986636933643333632;negative;believe
55280;1069974367013085184;neutral;deny
55281;989692968746483719;positive;believe
55282;869313183294644224;positive;believe
55283;982159610239832064;neutral;believe
55284;1436030369199968260;neutral;deny
55285;705621843856625664;neutral;believe
55286;1488521584675627009;negative;deny
55287;984251579741110272;positive;believe
55288;864608171159146496;positive;believe
55289;1432830941928566784;negative;believe
55290;1029861823678492675;positive;believe
55291;939758014281609216;negative;believe
55292;969427331113775104;neutral;believe
55293;1455159071154257920;negative;deny
55294;1451202599433248772;negative;believe
55295;1432581352994394113;negative;believe
55296;1456320619490856960;positive;deny
55297;954200710442311680;positive;believe
55298;1454478189099692034;neutral;believe
55299;1034042514724933633;negative;believe
55300;1456913390551535622;neutral;believe
55301;951561921911820290;neutral;believe
55302;1459918869066301449;negative;deny
55303;988883436143235072;neutral;believe
55304;1030082139080077313;positive;believe
55305;1439832196131475462;positive;believe
55306;983092807953985537;neutral;believe
55307;1118879206488694785;negative;believe
55308;1423750661326393346;neutral;believe
55309;1453417426431926278;positive;believe
55310;1421217676123205634;neutral;believe
55311;1425945751989989377;positive;deny
55312;1424969192038621185;neutral;believe
55313;1029255176924803074;positive;believe
55314;919352422476144640;positive;believe
55315;1461030609636102144;positive;believe
55316;1119345376610459654;neutral;believe
55317;1452986531367456773;neutral;believe
55318;1443253486808752133;negative;deny
55319;961867439423209472;neutral;believe
55320;1424464410022604802;negative;believe
55321;989298826266767360;neutral;believe
55322;1067634582521081856;neutral;believe
55323;969594175875362816;positive;believe
55324;1451152147614154755;neutral;believe
55325;1439119859153993730;positive;believe
55326;1035498576334479360;positive;believe
55327;1480138019143364612;negative;deny
55328;1492844630290747394;negative;deny
55329;1458803743319896064;positive;deny
55330;1030860634110545920;neutral;believe
55331;1068361635868348416;negative;believe
55332;982522133392879617;negative;believe
55333;1068520903883993092;negative;believe
55334;1425767013759299589;positive;believe
55335;1439029201160572931;positive;believe
55336;1459237612514951178;neutral;deny
55337;1033655606480125952;positive;believe
55338;871838245222592512;neutral;believe
55339;990079875091492864;negative;believe
55340;1029523685382602752;positive;believe
55341;1068427278340800512;negative;believe
55342;954173031412355072;positive;believe
55343;1031381710460661760;negative;believe
55344;1468031195715883008;neutral;deny
55345;1454333442414555136;negative;believe
55346;870047035164160000;positive;believe
55347;1446039238772809735;neutral;believe
55348;1068835959117099008;positive;deny
55349;1435651478098690052;negative;believe
55350;1120006661173698560;positive;believe
55351;1452421081868816387;negative;deny
55352;1441036585160646656;negative;believe
55353;1454437141027737604;negative;deny
55354;1119613314592645121;positive;believe
55355;1429448294573379585;positive;believe
55356;1458440858571718660;negative;deny
55357;872904358354137088;negative;believe
55358;952078174820614144;positive;believe
55359;954143039252910080;neutral;believe
55360;870840260673937408;positive;believe
55361;1067560015190417408;positive;believe
55362;1444011763423457282;positive;believe
55363;1485220363743395843;negative;deny
55364;534543936204050432;negative;deny
55365;1468716614686232576;negative;deny
55366;1424304797042102274;neutral;believe
55367;1427055254206615552;positive;deny
55368;1425013906020392963;negative;deny
55369;1442114261258547203;negative;believe
55370;1453269468784873475;negative;believe
55371;1425063762449604621;negative;believe
55372;1456704097273274372;negative;believe
55373;1456770605525749774;neutral;believe
55374;1458058818949156867;negative;deny
55375;1469932532460314624;positive;deny
55376;981194805911924736;neutral;believe
55377;1421952163819962381;positive;believe
55378;971781153903599616;negative;believe
55379;1470722984767852547;negative;deny
55380;704298602709921792;positive;believe
55381;951578126596886528;neutral;believe
55382;1119335723885371397;positive;believe
55383;792954062287233024;positive;believe
55384;954965738531340288;positive;believe
55385;984436964895215616;positive;believe
55386;827008342488870912;positive;believe
55387;1433478636355608580;positive;believe
55388;982468077076987905;negative;believe
55389;985892728528605184;neutral;believe
55390;910400946915512320;negative;believe
55391;981742432382476288;positive;believe
55392;990692671403552768;negative;believe
55393;1034699594997719040;positive;believe
55394;952674092322295808;neutral;believe
55395;954035085904433152;positive;believe
55396;1430069364087214081;negative;deny
55397;1475665122798362624;positive;deny
55398;1457195856332001282;positive;believe
55399;1461089764472496135;neutral;believe
55400;1433891218015068160;neutral;believe
55401;1068548838472994817;negative;believe
55402;1453248759643639816;neutral;believe
55403;1458340153613684742;positive;believe
55404;986096625826189312;positive;believe
55405;1426326172628029445;negative;believe
55406;985737296774299648;neutral;believe
55407;1031997616995807232;negative;believe
55408;986780245230407680;positive;believe
55409;1440021891780067328;neutral;deny
55410;1425130611879124993;negative;deny
55411;1435174805251182601;negative;believe
55412;1460281177181343749;negative;believe
55413;1426222212705566723;negative;believe
55414;989586792369311751;negative;believe
55415;1455724032901349376;positive;deny
55416;1453442279482355713;neutral;believe
55417;1455468388042657793;positive;believe
55418;934948903463526400;positive;believe
55419;1029625325532143616;neutral;believe
55420;1451177952184442884;negative;deny
55421;1443441712052019200;negative;believe
55422;941095852088598528;positive;believe
55423;1423350923607166976;negative;believe
55424;954968841146179585;negative;believe
55425;872980236303908864;positive;believe
55426;687863317403152384;neutral;believe
55427;1422444523355926535;negative;believe
55428;1456726337536684035;negative;deny
55429;1456902360735780864;neutral;believe
55430;1454487926377648133;negative;believe
55431;1425192287177527304;neutral;believe
55432;1446701854138650627;negative;believe
55433;1497962849435590662;negative;deny
55434;1035564553398964224;negative;believe
55435;1436703878242873344;neutral;believe
55436;1426300068538298371;negative;believe
55437;1456969668594393088;neutral;believe
55438;1436116528320049178;negative;believe
55439;982782990391558144;negative;believe
55440;1439934765239504905;negative;believe
55441;1069576938740535296;positive;believe
55442;1429912814567710729;positive;believe
55443;1067591285266046976;neutral;believe
55444;1069193691812761600;neutral;believe
55445;1458048226297319424;negative;believe
55446;911418788175781888;positive;believe
55447;1455585500459376651;negative;deny
55448;984627186186371072;positive;believe
55449;951600874043748352;neutral;believe
55450;1426899758807932930;neutral;believe
55451;866089236398723072;positive;believe
55452;986765626374082560;positive;believe
55453;1422271762495156803;positive;believe
55454;1430476821380976640;neutral;believe
55455;984441814206820352;negative;believe
55456;1456900871506173961;neutral;believe
55457;1450039169397501953;positive;believe
55458;1457047213117485065;neutral;believe
55459;1456735601433186308;positive;believe
55460;1029156482313592832;negative;believe
55461;596472889672511488;negative;believe
55462;985596385872437248;positive;believe
55463;988213166332104704;positive;believe
55464;1422349684111253504;negative;believe
55465;936488901039894528;positive;believe
55466;1429421293196226560;negative;believe
55467;1432766423324139523;positive;believe
55468;1439564949819432975;positive;believe
55469;1474024115908452354;positive;deny
55470;1489987892307013632;negative;deny
55471;1489472497497952262;negative;deny
55472;1069595303307812865;negative;believe
55473;1433736296187326473;neutral;believe
55474;955467176047202304;neutral;believe
55475;1459310857679216640;negative;deny
55476;1453275981188378630;neutral;believe
55477;1454076204202565637;positive;believe
55478;1444654463432552449;neutral;deny
55479;1455270961742336017;negative;believe
55480;950840588257153024;negative;believe
55481;1424731233691619329;negative;deny
55482;1029822535402237955;negative;believe
55483;1458005275160481793;positive;believe
55484;972025579427033088;negative;deny
55485;1424790318902300677;negative;deny
55486;954981313236287490;positive;believe
55487;1422432910624313355;positive;believe
55488;1035880025151741953;neutral;believe
55489;621348984355840000;positive;believe
55490;1435668228672409601;neutral;believe
55491;989351175785873408;positive;believe
55492;1457803851239624710;neutral;believe
55493;1480654215529730050;negative;deny
55494;824652020124680192;neutral;believe
55495;596110022578294784;negative;believe
55496;824724881073905664;neutral;believe
55497;1068095445019308033;neutral;believe
55498;704509248798007296;positive;believe
55499;1453011853282586639;negative;deny
55500;1032306067181645832;positive;believe
55501;1461911889869520904;negative;deny
55502;583750021587333120;positive;believe
55503;1456901083909931017;positive;believe
55504;1031378983923802112;neutral;believe
55505;1436403491728134173;positive;believe
55506;983124918614179842;positive;believe
55507;1424814587656945673;negative;deny
55508;1030946288647335937;positive;believe
55509;1068028256727834624;neutral;believe
55510;1459398330069381124;neutral;deny
55511;1456922968949465097;positive;believe
55512;1425040828397809667;negative;believe
55513;1456923479056527361;negative;believe
55514;1436878953281585160;positive;deny
55515;1456644956618117125;negative;believe
55516;1029118299911712769;negative;believe
55517;1460654410892288008;positive;deny
55518;972160261594361856;positive;believe
55519;1459488498772234245;negative;believe
55520;1456713968190468099;neutral;believe
55521;1461606784070733826;neutral;believe
55522;1451797309138800642;neutral;deny
55523;1458748168095608834;positive;believe
55524;1456290852750385168;positive;believe
55525;1426807380436832256;negative;believe
55526;1450326081085509632;negative;deny
55527;987762914739318784;positive;believe
55528;1422708401272934401;neutral;believe
55529;1468190595076165632;positive;deny
55530;1438926400325566469;neutral;believe
55531;1469870182898229252;neutral;deny
55532;1442589245990965250;negative;believe
55533;1434613135105740805;negative;deny
55534;1459195106947444739;neutral;believe
55535;1460532565484482562;neutral;believe
55536;1032518109737902080;positive;believe
55537;794582181934993408;positive;believe
55538;1440713993220358153;positive;deny
55539;588077603791237120;positive;believe
55540;951740535378767872;neutral;believe
55541;951607619281608704;neutral;believe
55542;1454192066888617988;negative;believe
55543;823594131876356096;neutral;believe
55544;954872646356762624;positive;believe
55545;950958722355884032;positive;believe
55546;1431769050829496320;positive;believe
55547;1032139868132888576;positive;believe
55548;1453511808153636866;neutral;believe
55549;1034844375832977408;positive;believe
55550;988071253528465408;negative;believe
55551;1069927140706136064;neutral;believe
55552;1483976728166998021;negative;deny
55553;972886117442838528;positive;believe
55554;922350663593467904;positive;believe
55555;1067832606115414016;positive;believe
55556;1435302271563313156;neutral;believe
55557;953427857522520064;negative;believe
55558;951857932983037952;positive;believe
55559;1447321366517084160;negative;believe
55560;1432806312430260224;positive;believe
55561;984249761157996544;positive;believe
55562;1432722769297518596;positive;believe
55563;1118604123493031937;negative;believe
55564;989955347585658880;positive;believe
55565;628462629107838976;positive;believe
55566;1428127345492348928;neutral;deny
55567;1455939772384485381;negative;believe
55568;982783515937812485;negative;believe
55569;1425935938459291652;negative;believe
55570;1455176076561301504;positive;believe
55571;1450254387461255169;positive;believe
55572;1445390195612868625;positive;deny
55573;1033361843903975426;negative;believe
55574;985905585475305472;neutral;believe
55575;988217038517817344;positive;deny
55576;938507054838202368;positive;believe
55577;1455237181795090446;positive;deny
55578;679801594376896512;negative;deny
55579;1454423768424751104;neutral;believe
55580;1456925031762735104;negative;believe
55581;876799193842675712;negative;believe
55582;990043956758175744;positive;believe
55583;1034443626086973440;positive;believe
55584;1433798173554737155;positive;believe
55585;759157936757145600;positive;believe
55586;951751803678289922;neutral;believe
55587;1426904999255285771;negative;believe
55588;1438130885509910538;negative;deny
55589;1421490850119524360;negative;deny
55590;1456704841561133057;neutral;believe
55591;1454525413942775815;positive;believe
55592;1432709808537448452;neutral;believe
55593;1433561002071580680;neutral;believe
55594;985756085108789249;negative;believe
55595;984050535778177024;positive;believe
55596;1029457944075616256;negative;believe
55597;1425202492980277248;neutral;believe
55598;1456692775785619457;positive;believe
55599;1119238639202910208;neutral;believe
55600;1432375478233571342;positive;believe
55601;1068252347258802176;positive;believe
55602;987964315293675520;positive;believe
55603;1119262828773498881;positive;believe
55604;1031954883442864129;negative;believe
55605;1119834035843366912;negative;believe
55606;1470392838491975688;neutral;deny
55607;1454544785927069696;neutral;believe
55608;1427138430035705857;positive;believe
55609;1441499000004390914;negative;believe
55610;887607121633837056;positive;believe
55611;1440504480294838282;positive;believe
55612;952776234068520960;neutral;believe
55613;1439956222287962117;negative;deny
55614;1440660386106077193;neutral;believe
55615;1485429932385878017;negative;deny
55616;874325427132575744;neutral;believe
55617;1456662693419552769;positive;believe
55618;1456908711662850052;neutral;believe
55619;929828297793462272;negative;believe
55620;953167920544202753;positive;believe
55621;1425336284864712704;positive;believe
55622;1032841681085771778;neutral;believe
55623;1424748346900500480;neutral;believe
55624;952632818705817600;neutral;believe
55625;1428842646814879745;negative;deny
55626;955250100267298817;negative;believe
55627;1422872669536538624;negative;believe
55628;1425761477546287104;neutral;believe
55629;1441566899339399169;negative;believe
55630;1456659597255528448;neutral;believe
55631;1029507678194683905;negative;believe
55632;1031945009132707840;neutral;believe
55633;870994585698402304;positive;believe
55634;1459030444251439122;negative;deny
55635;828403553714712576;negative;believe
55636;1441101235092815885;neutral;deny
55637;1029882143772532736;positive;believe
55638;1427156618911707137;negative;believe
55639;1450489028340592640;positive;believe
55640;929773623325413376;negative;believe
55641;1422950484156026882;negative;believe
55642;936489089116749824;positive;believe
55643;1069719918151655424;positive;believe
55644;717636103784665088;negative;deny
55645;985399840397053952;negative;believe
55646;715757896030625792;neutral;believe
55647;1068421914857795584;neutral;believe
55648;986875409244368896;positive;believe
55649;1453108665800605699;neutral;deny
55650;981845652656173056;negative;believe
55651;1031486656422051840;negative;believe
55652;907101834883616768;neutral;believe
55653;1454430876310331404;positive;believe
55654;1459832672411213830;negative;believe
55655;599240095716114432;negative;believe
55656;1029559979555074048;positive;believe
55657;1440654561996251145;neutral;believe
55658;1437707559390089216;negative;believe
55659;1118554362111041536;negative;believe
55660;950842994151759872;positive;believe
55661;1459525306054815749;neutral;believe
55662;986230033474764801;negative;believe
55663;1455559998491222022;positive;believe
55664;1445220063494107139;neutral;believe
55665;1425121711075303430;negative;believe
55666;1068298828111990784;positive;believe
55667;1432100241654824966;neutral;believe
55668;865612881823387648;positive;believe
55669;1440869239229800448;negative;believe
55670;985213119390564352;positive;believe
55671;1454409809948815374;negative;deny
55672;1440331242373713930;positive;believe
55673;1476951557396566017;negative;deny
55674;1427840253503565828;neutral;believe
55675;943003830622420992;positive;believe
55676;1455279722544328708;positive;believe
55677;1069232004527349760;positive;believe
55678;1440050794997321731;neutral;believe
55679;1472222781064503299;neutral;deny
55680;984916064856309765;negative;deny
55681;955054431334207489;negative;believe
55682;1119028829958262784;positive;believe
55683;984285677796732929;positive;believe
55684;826004519393849344;positive;believe
55685;727249255107194880;neutral;believe
55686;1031695491925516288;neutral;believe
55687;983759887963336704;positive;believe
55688;1440331012018343949;negative;believe
55689;981709005700530176;positive;believe
55690;1454247393147326466;positive;deny
55691;1461349234544812038;neutral;believe
55692;1033024999416909824;neutral;believe
55693;1067930351299772417;positive;believe
55694;1444697930603110402;negative;deny
55695;1069525386835517441;negative;believe
55696;824505336115724288;neutral;believe
55697;1431412551607328771;negative;believe
55698;1424868306486431745;negative;deny
55699;1451943683515944967;positive;deny
55700;1031440931084492800;negative;believe
55701;1456659508223111169;positive;believe
55702;1424006847334322177;neutral;believe
55703;1453152322612174851;neutral;believe
55704;937585898744561664;positive;believe
55705;1456851833465413637;positive;believe
55706;1506044728093020162;negative;deny
55707;1460695919544864768;negative;believe
55708;1455205237061558273;negative;deny
55709;1034224058244718592;positive;believe
55710;875425434523103232;neutral;believe
55711;1489956824539443200;negative;deny
55712;1453154048744509447;negative;deny
55713;824372551233241088;negative;believe
55714;1506996134488666115;negative;deny
55715;717364877342425088;positive;believe
55716;1487548077644857345;negative;deny
55717;1453414755306283009;negative;believe
55718;1033974443238817794;positive;believe
55719;990755124145541120;negative;believe
55720;1421395369628512258;neutral;believe
55721;982520224112107520;neutral;believe
55722;1455315271682596865;positive;believe
55723;1442476408052330503;positive;believe
55724;1426180204456730632;negative;believe
55725;1434964921746280449;positive;believe
55726;1432016536773005316;neutral;believe
55727;951219601123102720;negative;believe
55728;1443585145131335686;negative;believe
55729;923786904595677184;positive;believe
55730;1435707358710321158;neutral;believe
55731;1456338744118849538;positive;deny
55732;1424795766363676680;negative;deny
55733;951290586161696768;neutral;believe
55734;1422990667555360772;positive;believe
55735;1436301302758187011;negative;believe
55736;1420823014854119424;negative;believe
55737;868678301736480768;positive;believe
55738;1456769873292431367;positive;believe
55739;1490379293955956737;negative;deny
55740;1435610303115505666;neutral;believe
55741;1069771009002156032;positive;believe
55742;3170412917690368;negative;deny
55743;987190676877004800;positive;believe
55744;1069754103494889472;negative;believe
55745;1119980502075580416;negative;believe
55746;981929351158484992;positive;believe
55747;1454032028727496709;positive;believe
55748;954260938198323201;neutral;believe
55749;1449996617419931653;neutral;believe
55750;1456769489752584202;positive;believe
55751;1436026879362801701;positive;believe
55752;626501890608467968;neutral;believe
55753;1501189167258157065;negative;deny
55754;1471452147942309890;negative;deny
55755;989164244015890432;negative;believe
55756;1421625907718934528;negative;believe
55757;988229327354445825;positive;believe
55758;952880584124256256;negative;believe
55759;1427600261716008962;negative;believe
55760;628032158787989504;neutral;believe
55761;1443373849844850690;neutral;believe
55762;1439353244514349058;negative;believe
55763;598837049366568960;neutral;believe
55764;1447342004925571075;negative;believe
55765;1458469991045554181;positive;believe
55766;1035621761369432065;negative;believe
55767;1426663055610482691;neutral;believe
55768;1031555247481778176;positive;believe
55769;788189846946709504;positive;believe
55770;984117896476585988;neutral;believe
55771;1442649359481511937;positive;deny
55772;1450574285022449666;negative;believe
55773;985711639029661696;positive;believe
55774;1434054116649570306;negative;believe
55775;1454125534062030851;negative;believe
55776;1433117996462051331;neutral;believe
55777;1455527276230107151;negative;deny
55778;952381771282186240;positive;believe
55779;1429166333724344322;neutral;deny
55780;1431711124064546819;neutral;believe
55781;1440491886771195912;negative;deny
55782;1459262315241611265;negative;believe
55783;1456322921618677764;negative;deny
55784;772485546182529024;positive;believe
55785;990925036814061568;negative;believe
55786;1453913332667371533;negative;believe
55787;1454401723477397509;neutral;believe
55788;1487674672376430593;negative;deny
55789;1034937900574679041;negative;believe
55790;1430194380673994758;negative;believe
55791;1432821948304723977;positive;deny
55792;708131504367529984;neutral;believe
55793;1118878425706631168;positive;believe
55794;990311369961488384;positive;believe
55795;1459218716789547012;negative;believe
55796;1494621230875521024;negative;deny
55797;1031464416154275840;neutral;believe
55798;1456923525780959233;positive;believe
55799;1455382555847544834;positive;believe
55800;1434273966286331904;neutral;believe
55801;1425628259052572672;negative;deny
55802;983504473229221888;negative;believe
55803;441709730264649728;negative;deny
55804;928679279084351488;positive;believe
55805;988177058764394496;positive;believe
55806;1032154400813395971;positive;believe
55807;1067504872113807360;positive;believe
55808;1427541733294944273;negative;believe
55809;1454042307615940611;negative;deny
55810;1454413729878220800;positive;believe
55811;937119455120850944;negative;believe
55812;908234457307537408;positive;believe
55813;1429791756946743299;negative;believe
55814;874500272529186816;positive;believe
55815;1422099912414486528;neutral;believe
55816;824300035676446720;negative;believe
55817;1426412049635102721;negative;believe
55818;983144859803451392;positive;believe
55819;920492142086168576;negative;believe
55820;1426693307858444288;neutral;believe
55821;939767430955462656;positive;believe
55822;919285148948025344;negative;believe
55823;824366905020387328;negative;believe
55824;1031932347199811584;neutral;believe
55825;919357030619430912;positive;believe
55826;1035243039055380487;negative;believe
55827;1067299340052570112;negative;believe
55828;1457203953544798217;neutral;believe
55829;870816471600963584;neutral;believe
55830;1459232358108831744;positive;believe
55831;1457596327953514496;positive;believe
55832;1443863183848984578;positive;believe
55833;1429112342168604675;positive;believe
55834;1455774182797631488;negative;believe
55835;1420841902241456139;positive;believe
55836;1030075218201522176;neutral;believe
55837;922240164130254848;positive;believe
55838;1446559187669028889;negative;deny
55839;954168430835351552;negative;believe
55840;1455198348823179277;positive;believe
55841;1450110122844463112;negative;believe
55842;1432169994364796932;positive;deny
55843;951376959048749056;negative;believe
55844;1431713808024735750;neutral;believe
55845;1458044698728206341;neutral;believe
55846;1458140790593515521;negative;deny
55847;938290661513662464;negative;believe
55848;1429781952177971210;neutral;believe
55849;1457285343238135810;positive;believe
55850;1458770432866369538;neutral;deny
55851;1438664928122970113;negative;believe
55852;981675562639835136;neutral;believe
55853;1453503168852135938;negative;deny
55854;1067474051352993792;neutral;believe
55855;936095851889360896;positive;believe
55856;712702547958562816;neutral;believe
55857;1442788249001414659;neutral;believe
55858;1440786901766574085;negative;deny
55859;1495723675093549058;negative;deny
55860;927605116550680576;negative;believe
55861;1119260882674929666;negative;believe
55862;1456703948899950603;neutral;believe
55863;1434185279162789889;negative;believe
55864;1461475053241991171;negative;believe
55865;1029264663995969536;negative;believe
55866;1067519685267140608;negative;believe
55867;1460261508160569345;neutral;believe
55868;1067802019094769664;negative;believe
55869;1443782174654697483;negative;deny
55870;1433833320438243344;positive;deny
55871;1428402706985721861;negative;deny
55872;1430878193322496003;positive;believe
55873;1461086747052232704;neutral;believe
55874;1069191720007606272;negative;believe
55875;939934922256429056;negative;deny
55876;985715522443476993;positive;believe
55877;874116110991237120;positive;believe
55878;1068344138033065984;positive;believe
55879;1455190450244100106;neutral;believe
55880;1424657740589256709;negative;believe
55881;1034488169989779456;neutral;believe
55882;1458703102480052227;neutral;believe
55883;1031973282101256193;negative;believe
55884;1035166755524685825;neutral;believe
55885;1441060994898296840;neutral;believe
55886;1420358550568722433;neutral;believe
55887;824610780930777088;neutral;believe
55888;985757569275723777;negative;believe
55889;1459928702515621892;positive;deny
55890;1453367277097820174;negative;deny
55891;1458935891578208258;neutral;believe
55892;981482278898429952;negative;believe
55893;1422305830905565191;negative;believe
55894;749305185286008832;positive;believe
55895;1455919586507952134;negative;deny
55896;1069384842444529666;positive;believe
55897;1459841024193347589;positive;deny
55898;1457752163392786435;neutral;believe
55899;1441317524335783939;negative;believe
55900;1029307274601410560;neutral;believe
55901;951221424643104770;positive;believe
55902;1426232719051198464;negative;believe
55903;987186439434719232;positive;believe
55904;1438657663974453250;positive;believe
55905;1118983104247533579;neutral;believe
55906;827622179911016448;neutral;believe
55907;988644795143733248;neutral;believe
55908;1452958887980716033;positive;believe
55909;1069677404594077697;neutral;believe
55910;1426034303964794884;positive;believe
55911;1069665221604720640;negative;believe
55912;1425995624378425351;neutral;believe
55913;1456983855177555972;neutral;believe
55914;1423464342993912290;negative;believe
55915;1421569157670318081;negative;believe
55916;1433867644889931776;negative;believe
55917;1454890134814564362;negative;deny
55918;985653460925378560;positive;believe
55919;1421150140732149762;negative;believe
55920;986638005266997248;positive;believe
55921;1426153335825043461;neutral;believe
55922;1430215965816541189;neutral;deny
55923;870387928584798208;positive;believe
55924;985304635844870145;neutral;believe
55925;1426700603510575105;negative;believe
55926;707709566713262080;positive;believe
55927;1432359325155184642;negative;deny
55928;961241368294240256;positive;believe
55929;1067503391985741824;negative;believe
55930;1069218581651419137;positive;believe
55931;781013055077511168;positive;believe
55932;940558363162697728;positive;believe
55933;597955359949459456;positive;believe
55934;1452879711047127044;negative;believe
55935;1428032695465091082;positive;believe
55936;945105586030510080;negative;believe
55937;1453993427646009346;positive;believe
55938;1424665779044237316;neutral;believe
55939;1441074565149597698;negative;believe
55940;1470129470258307088;negative;deny
55941;1426894770975170561;positive;deny
55942;953521920791658496;negative;believe
55943;951606476052877312;positive;believe
55944;1454189809417793544;positive;believe
55945;1456900874597396486;positive;believe
55946;1119687039723679744;neutral;believe
55947;1427967050358607887;neutral;believe
55948;989134982101823489;positive;believe
55949;953326436072525824;neutral;believe
55950;1441456762058543109;positive;believe
55951;1450348535204007936;neutral;believe
55952;1453080252998045700;negative;believe
55953;1421120389846114306;negative;believe
55954;984243076892733440;neutral;believe
55955;1118606690121682944;positive;believe
55956;1119625554490200065;positive;believe
55957;1461661411944239108;negative;believe
55958;986001950150938625;neutral;believe
55959;988544128249196544;negative;believe
55960;1029722891271589889;positive;believe
55961;1496755603280379910;negative;deny
55962;1456895820318478342;neutral;believe
55963;1069818522086195201;positive;believe
55964;1495037442000404482;negative;deny
55965;1433702826220285954;negative;believe
55966;637100887547117568;neutral;believe
55967;983204637699227648;negative;believe
55968;1456847762616553475;negative;deny
55969;1455571380083253252;neutral;deny
55970;1031565421785149440;positive;believe
55971;1035166701380358145;positive;believe
55972;1420857582651166723;negative;believe
55973;1119659407057362947;positive;believe
55974;1068414971623526400;positive;believe
55975;1119139819630628864;neutral;believe
55976;1451064890504867841;neutral;believe
55977;1461044483236110337;positive;believe
55978;1068799715146256384;positive;believe
55979;1434581295938498562;positive;believe
55980;1453248448501792779;negative;believe
55981;984180730447220736;neutral;believe
55982;955463780280004608;negative;believe
55983;1449912340615294977;positive;deny
55984;1454604385577627650;neutral;believe
55985;1456712572476997634;neutral;believe
55986;1454540836004241414;neutral;believe
55987;984532461840486400;negative;believe
55988;1425535198486306816;negative;deny
55989;1444308229186535425;neutral;deny
55990;1456659552196182016;negative;believe
55991;1461032801688379393;neutral;believe
55992;660965389610958848;neutral;believe
55993;938661069446307840;negative;believe
55994;1067551289532456962;negative;believe
55995;1435618678956085248;negative;deny
55996;641374882996056064;negative;believe
55997;1454884822355152898;negative;believe
55998;887781658455179264;positive;believe
55999;1498376664086192130;positive;deny
56000;1421136912627109893;neutral;believe
56001;1433742563962413081;neutral;believe
56002;1438558339051311106;negative;deny
56003;1033357532931096576;neutral;believe
56004;952350527840399361;neutral;believe
56005;1447380647174049793;neutral;believe
56006;1420779704290795520;negative;believe
56007;1460148738673029121;neutral;believe
56008;1458778269705252864;positive;believe
56009;1032962681852940288;negative;believe
56010;1458318833786052611;neutral;believe
56011;950459890773917696;negative;believe
56012;1456710764878835716;neutral;believe
56013;952667155316793345;negative;believe
56014;1030657050534191105;positive;believe
56015;1454139143357935619;negative;deny
56016;824442436156096512;neutral;believe
56017;1455098518713118723;positive;believe
56018;1457016293186494468;positive;believe
56019;1067815853763248130;negative;believe
56020;962130371583160320;negative;believe
56021;1440840947231690762;neutral;believe
56022;1067277331331395584;positive;believe
56023;907808904024936448;positive;believe
56024;1030414413730181121;negative;believe
56025;1425837038469730307;positive;believe
56026;1449758695349489666;positive;believe
56027;1068480156094906368;negative;believe
56028;1420977877776994304;positive;believe
56029;1068834479920332800;neutral;believe
56030;1069315686378409984;positive;deny
56031;1428562856996335621;negative;believe
56032;1455391039435333638;negative;believe
56033;1441021598752989190;negative;deny
56034;1069638559638986752;negative;believe
56035;824723761966428160;neutral;believe
56036;1453255695428722691;positive;believe
56037;968963430701871104;negative;believe
56038;939660708144279552;negative;believe
56039;1450823170949271553;negative;believe
56040;907000612419600384;neutral;believe
